item_id,model_id,precision,no_rag,with_rag
clinical_astra_b04_010,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_010,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b04_010,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b04_010,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_010,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_010,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_011,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_011,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_011,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b04_011,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_011,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_011,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_011,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_011,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_011,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_011,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_011,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_011,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_011,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_011,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b04_011,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b04_011,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,0.0
clinical_astra_b04_011,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_011,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_012,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_012,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_012,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_012,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b04_012,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_012,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_012,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_012,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_012,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_012,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_012,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_012,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_012,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_012,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_012,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b04_012,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_012,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_012,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_013,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_013,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_013,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_013,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b04_013,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_013,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_013,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_013,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_013,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_013,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_013,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_013,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b04_013,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b04_014,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_014,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_014,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_014,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_014,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_014,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_014,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_014,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b04_014,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b04_014,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_014,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_014,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_014,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_014,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_015,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_015,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_015,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_015,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b04_015,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_015,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_015,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_015,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b04_015,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_015,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_015,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_015,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_015,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_015,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_015,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b04_015,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b04_015,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_015,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_016,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_016,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_016,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_016,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b04_016,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_016,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_016,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_016,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_016,google/gemma-3-27b-it,BF16,0.0,1.0
clinical_astra_b04_016,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b04_016,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_016,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_016,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_016,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b04_016,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b04_016,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b04_016,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_016,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_017,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_017,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_017,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_017,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_017,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_017,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_017,google/gemma-4-12B-it,NF4,1.0,0.0
clinical_astra_b04_017,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_017,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b04_017,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b04_017,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_017,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_017,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_018,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_018,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_018,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_018,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_018,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_018,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b04_018,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_018,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b04_018,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_018,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_018,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_018,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b04_018,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b04_018,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_018,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_018,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b04_019,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_019,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_019,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b04_019,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b04_019,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_019,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_019,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b04_019,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b04_019,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b04_019,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_019,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_019,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_019,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b04_019,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b04_019,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_019,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_019,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_019,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b04_020,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_020,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_020,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_020,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_020,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_020,google/gemma-3-27b-it,BF16,0.0,1.0
clinical_astra_b04_020,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b04_020,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_020,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_020,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b04_020,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_020,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_020,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_020,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_001,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_001,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_001,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b05_001,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b05_001,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_001,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_001,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b05_001,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b05_001,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_001,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_001,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_001,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b05_001,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b05_001,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_001,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_002,Qwen/Qwen3.8-27B,NF4,1.0,0.0
clinical_astra_b05_002,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b05_002,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_002,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_002,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b05_002,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b05_002,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b05_002,google/gemma-4-12B-it,NF4,1.0,0.0
clinical_astra_b05_002,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_002,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b05_003,Qwen/Qwen3.8-27B,NF4,0.0,0.0
clinical_astra_b05_003,anthropic/claude-opus-4.8,API,0.0,0.0
clinical_astra_b05_003,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b05_003,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b05_003,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_003,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b05_004,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_004,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_004,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b05_004,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_004,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_004,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b05_004,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b05_004,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_004,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_004,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_004,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b05_004,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_004,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b05_004,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b05_004,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b05_004,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_004,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_005,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_005,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_005,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b05_005,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b05_005,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_005,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_005,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b05_005,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b05_005,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_005,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_005,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_005,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b05_005,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_005,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b05_005,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b05_005,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_005,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_005,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_005,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_006,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_006,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_006,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_006,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_006,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b05_006,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b05_006,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_006,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_006,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b05_006,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_006,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_006,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_006,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_007,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_007,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_007,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b05_007,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b05_007,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_007,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_007,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b05_007,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b05_007,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_007,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_007,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_007,google/gemma-4-12B-it,NF4,0.0,1.0
clinical_astra_b05_007,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_007,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b05_007,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b05_007,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_007,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_007,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_008,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_008,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_008,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b05_008,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b05_008,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_008,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_008,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b05_008,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b05_008,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_008,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_008,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_008,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_008,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b05_008,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b05_008,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_008,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_008,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b05_009,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_009,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_009,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b05_009,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_009,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_009,google/gemma-3-27b-it,BF16,0.0,0.0
clinical_astra_b05_009,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b05_009,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b05_009,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_009,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b05_009,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b05_009,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_009,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_009,microsoft/phi-4,BF16,1.0,0.0
clinical_astra_b05_009,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b05_010,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_010,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_010,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b05_010,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_010,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_010,google/gemma-3-12b-it,BF16,0.0,1.0
clinical_astra_b05_010,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b05_010,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_010,google/gemma-4-12B-it,NF4,0.0,1.0
clinical_astra_b05_010,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_010,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b05_010,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_010,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_010,microsoft/phi-4,BF16,0.0,1.0
clinical_astra_b05_010,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b05_011,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_011,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b05_011,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_011,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_011,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b05_011,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b05_011,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_011,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b05_011,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_012,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_012,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_012,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b05_012,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_012,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_012,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b05_012,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_012,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b05_012,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b05_012,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b05_012,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b05_012,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_012,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_012,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b05_013,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_013,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_013,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_013,google/gemma-3-12b-it,BF16,0.0,1.0
clinical_astra_b05_013,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b05_013,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b05_013,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b05_013,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b05_013,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b05_013,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b05_014,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b05_014,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b05_014,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b05_014,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b05_014,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b05_014,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b05_014,google/gemma-3-27b-it,BF16,1.0,1.0
